GameDataRecords from User Named:MatsuzakaYoshinobu
EXPDayIndex,ResultType,CurrentUsedSpeed,LaunchedTime,ReactiontimeInterval,CurrentSuccessRate
1,E_Success_CollGreen,1000.0,110.109039,0.550117,0.0
1,E_Success_CollGreen,1000.0,110.109039,0.550117,0.0
1,E_Success_CollGreen,1000.0,110.109039,0.550117,0.0
1,E_Success_CollGreen,1000.0,110.109039,0.550117,0.0
1,E_Failure_CollRed,1000.0,110.659157,0.550117,0.0
1,E_Failure_CollRed,1000.0,110.659157,0.550117,0.0
1,E_Success_CollGreen,1000.0,110.659157,0.550117,0.0
1,E_Failure_CollRed,1000.0,110.659157,0.550117,0.0
1,E_Failure_InterCeptGreen,1000.0,111.209274,0.166702,0.0
1,E_Success_CollGreen,1000.0,111.209274,0.550117,0.0
1,E_Success_CollGreen,1000.0,111.209274,0.550117,0.0
1,E_Success_CollGreen,1000.0,111.209274,0.550117,0.0
1,E_Failure_CollRed,1000.0,111.375977,0.550117,0.0
1,E_Failure_InterCeptGreen,1000.0,111.926094,0.116692,0.0
1,E_Failure_CollRed,1000.0,111.759392,0.550117,0.0
1,E_Failure_CollRed,1000.0,111.759392,0.550117,0.0
1,E_Success_CollGreen,1000.0,111.759392,0.550117,0.0
1,E_Failure_InterCeptGreen,1000.0,112.309509,0.183372,0.0
1,E_Success_InterCeptRed,1000.0,112.309509,0.250053,0.0
1,E_Success_CollGreen,1000.0,112.042786,0.550117,0.0
1,E_Success_CollGreen,1000.0,112.309509,0.550117,0.0
1,E_Success_CollGreen,1000.0,112.492882,0.533447,0.55
1,E_Success_CollGreen,1000.0,112.559563,0.533447,0.55
1,E_Failure_CollRed,1000.0,112.592903,0.550117,0.55
1,E_Success_InterCeptRed,1000.0,113.143021,0.050011,0.5
1,E_Failure_CollRed,1000.0,112.859627,0.550117,0.55
1,E_Failure_InterCeptGreen,1000.0,113.409744,0.133362,0.55
1,E_Failure_CollRed,1000.0,113.026329,0.550117,0.5
1,E_Failure_CollRed,1000.0,113.09301,0.550117,0.5
1,E_Failure_InterCeptGreen,1000.0,113.643127,0.066681,0.5
1,E_Success_CollGreen,1000.0,113.193031,0.550117,0.45
1,E_Failure_InterCeptGreen,1000.0,113.576447,0.200043,0.45
1,E_Success_CollGreen,1000.0,113.543106,0.533447,0.4
1,E_Success_CollGreen,1000.0,113.709808,0.533447,0.45
1,E_Success_CollGreen,1000.0,113.743149,0.550117,0.5
1,E_Failure_CollRed,1000.0,113.776489,0.533447,0.55
1,E_Success_InterCeptRed,1000.0,114.309937,0.083351,0.55
1,E_Failure_CollRed,1000.0,114.076553,0.550117,0.55
1,E_Failure_InterCeptGreen,1000.0,114.626671,0.050011,0.55
1,E_Failure_CollRed,1000.0,114.243256,0.550117,0.5
1,E_Success_CollGreen,1000.0,114.293266,0.550117,0.45
1,E_Success_InterCeptRed,1000.0,114.793373,0.100021,0.45
1,E_Failure_CollRed,1000.0,114.393288,0.533447,0.45
1,E_Success_InterCeptRed,1000.0,114.926735,0.100021,0.4
1,E_Failure_CollRed,1000.0,114.676682,0.533447,0.45
1,E_Failure_InterCeptGreen,1000.0,115.210129,0.133362,0.4
1,E_Success_CollGreen,1000.0,114.843384,0.550117,0.4
1,E_Success_CollGreen,1000.0,114.893394,0.533447,0.45
1,E_Success_InterCeptRed,1000.0,115.026756,0.466766,0.5
1,E_Success_CollGreen,1000.0,115.343491,0.533447,0.55
1,E_Failure_CollRed,1000.0,115.393501,0.550117,0.6
1,E_Failure_CollRed,1000.0,115.426842,0.550117,0.55
1,E_Failure_CollRed,1000.0,115.493523,0.533447,0.55
1,E_Failure_InterCeptGreen,1000.0,115.943619,0.100021,0.5
1,E_Failure_InterCeptGreen,1000.0,116.02697,0.150032,0.45
1,E_Success_InterCeptRed,1000.0,115.976959,0.300064,0.4
1,E_Success_CollGreen,1000.0,115.876938,0.550117,0.45
1,E_Success_CollGreen,1000.0,116.04364,0.550117,0.45
1,E_Success_CollGreen,1000.0,116.177002,0.533447,0.5
1,E_Failure_CollRed,1000.0,116.277023,0.533447,0.55
1,E_Success_InterCeptRed,1000.0,116.810471,0.03334,0.55
1,E_Success_CollGreen,1000.0,116.427055,0.550117,0.55
1,E_Success_CollGreen,1000.0,116.593758,0.550117,0.55
1,E_Failure_CollRed,1000.0,116.710449,0.550117,0.6
1,E_Success_InterCeptRed,1000.0,117.260567,0.03334,0.55
1,E_Success_CollGreen,1000.0,116.843811,0.533447,0.6
1,E_Failure_CollRed,1000.0,116.977173,0.550117,0.65
1,E_Failure_InterCeptGreen,1000.0,117.52729,0.066681,0.6
1,E_Success_CollGreen,1000.0,117.143875,0.550117,0.55
1,E_Success_CollGreen,1000.0,117.293907,0.533447,0.55
1,E_Success_CollGreen,1000.0,117.377258,0.550117,0.55
1,E_Success_CollGreen,1000.0,117.593971,0.533447,0.6
1,E_Failure_CollRed,1000.0,117.693993,0.550117,0.65
1,E_Success_InterCeptRed,1000.0,118.24411,0.133362,0.65
1,E_Failure_CollRed,1000.0,117.827354,0.550117,0.7
1,E_Success_CollGreen,1000.0,117.927376,0.550117,0.7
1,E_Failure_InterCeptGreen,1000.0,118.377472,0.133362,0.7
1,E_Failure_CollRed,1000.0,118.127419,0.550117,0.65
1,E_Failure_InterCeptGreen,1000.0,118.677536,0.150032,0.6
1,E_Success_CollGreen,1000.0,118.377472,0.550117,0.55
1,E_Success_CollGreen,1000.0,118.477493,0.550117,0.6
1,E_Success_CollGreen,1000.0,118.510834,0.533447,0.6
1,E_Failure_CollRed,1000.0,118.827568,0.533447,0.6
1,E_Failure_InterCeptGreen,1000.0,119.361015,0.01667,0.55
1,E_Failure_CollRed,1000.0,118.927589,0.550117,0.55
1,E_Failure_InterCeptGreen,1000.0,119.477707,0.100021,0.5
1,E_Failure_CollRed,1000.0,119.027611,0.550117,0.45
1,E_Success_CollGreen,1000.0,119.044281,0.550117,0.45
1,E_Success_InterCeptRed,1000.0,119.577728,0.083351,0.5
1,E_Success_CollGreen,1000.0,119.377686,0.533447,0.5
1,E_Failure_CollRed,1000.0,119.577728,0.550117,0.5
1,E_Success_CollGreen,1000.0,119.594398,0.550117,0.45
1,E_Failure_InterCeptGreen,1000.0,120.127846,0.066681,0.45
1,E_Success_CollGreen,1000.0,119.661079,0.533447,0.45
1,E_Success_CollGreen,1000.0,119.911133,0.550117,0.45
1,E_Failure_CollRed,1000.0,120.144516,0.550117,0.5
1,E_Success_InterCeptRed,1000.0,120.694633,0.01667,0.45
1,E_Success_CollGreen,1000.0,120.194527,0.550117,0.5
1,E_Success_CollGreen,1000.0,120.194527,0.550117,0.55
1,E_Failure_CollRed,1000.0,120.46125,0.550117,0.6
1,E_Failure_InterCeptGreen,1000.0,121.011368,0.050011,0.55
1,E_Success_CollGreen,1000.0,120.711304,0.533447,0.5
1,E_Failure_CollRed,1000.0,120.744644,0.550117,0.5
1,E_Success_CollGreen,1000.0,120.744644,0.550117,0.5
1,E_Failure_InterCeptGreen,1000.0,121.294762,0.083351,0.55
1,E_Success_CollGreen,1000.0,121.061378,0.533447,0.55
1,E_Failure_CollRed,1000.0,121.244751,0.550117,0.6
1,E_Success_CollGreen,1000.0,121.294762,0.550117,0.6
1,E_Failure_InterCeptGreen,1000.0,121.794868,0.100021,0.6
1,E_Success_CollGreen,1000.0,121.378113,0.550117,0.55
1,E_Success_CollGreen,1000.0,121.594826,0.550117,0.55
1,E_Success_CollGreen,1000.0,121.844879,0.550117,0.6
1,E_Failure_CollRed,1000.0,121.89489,0.533447,0.6
1,E_Success_CollGreen,1000.0,121.92823,0.550117,0.6
1,E_Success_InterCeptRed,1000.0,122.428337,0.066681,0.6
1,E_Failure_CollRed,1000.0,122.144943,0.550117,0.6
1,E_Success_InterCeptRed,1000.0,122.695061,0.083351,0.6
1,E_Success_CollGreen,1000.0,122.394997,0.550117,0.6
1,E_Success_InterCeptRed,1000.0,122.478348,0.533447,0.6
1,E_Success_CollGreen,1000.0,122.495018,0.533447,0.6
1,E_Failure_CollRed,1000.0,122.778412,0.533447,0.65
1,E_Failure_InterCeptGreen,1000.0,123.311859,0.01667,0.65
